"Date","Title","Artist","Peak_Position","Broad_Genre","Energy","Tempo","Danceability","Year","Rank","Valence","Rank_Group"
"10/14/17","Back To You","louis tomlinson",40,"Pop","0.53","75.016","0.683",2017,88,"0.645","26-50"
"1/7/17","Do You Mind","dj khaled",27,"Rap","0.548","81.293","0.412",2017,57,"0.176","26-50"
"1/7/17","1 Night","lil yachty",49,"Rap","0.476","130.007","0.762",2017,67,"0.375","26-50"
"1/7/17","Six Feet Under","the weeknd",34,"R&B","0.485","140.016","0.768",2017,94,"0.289","26-50"
"1/7/17","Sidewalks","the weeknd",27,"R&B","0.727","150.098","0.542",2017,97,"0.548","26-50"
"1/7/17","Change","j. cole",21,"Rap","0.519","107.401","0.58",2017,83,"0.242","11 - 25"
"1/7/17","She's Mine Pt.1","j. cole",22,"Rap","0.202","139.574","0.435",2017,89,"0.0429","11 - 25"
"1/7/17","Ville Mentality","j. cole",24,"Rap","0.378","119.976","0.857",2017,90,"0.626","11 - 25"
"1/7/17","For Whom The Bell Tolls","j. cole",23,"Rap","0.407","111.65","0.652",2017,93,"0.169","11 - 25"
"1/7/17","Foldin Clothes","j. cole",30,"Rap","0.496","162.039","0.713",2017,98,"0.6","26-50"
"1/28/17","I Hate U I Love U","gnash",10,"R&B","0.275","92.6","0.492",2017,41,"0.18","1 - 10"
"1/28/17","OOOUUU","young m.a",19,"Rap","0.819","166.012","0.64",2017,39,"0.623","11 - 25"
"1/28/17","May We All","florida georgia line",30,"Country","0.915","75.019","0.488",2017,52,"0.646","26-50"
"1/28/17","Sleep Without You","brett young",47,"Country","0.716","88.549","0.632",2017,75,"0.655","26-50"
"1/28/17","What They Want","russ",83,"Rap","0.404","139.553","0.71",2017,98,"0.398","76-100"
"1/28/17","Immortal","j. cole",11,"Rap","0.419","91.634","0.713",2017,97,"0.253","11 - 25"
"1/28/17","Drinkin' Too Much","sam hunt",89,"Country","0.394","138.525","0.417",2017,89,"0.125","76-100"
"1/17/17","Unsteady","x ambassadors",20,"Rock","0.673","117.02","0.598",2017,39,"0.255","11 - 25"
"1/17/17","Too Much Sauce","dj esco",50,"Rap","0.547","121.01","0.96",2017,50,"0.186","26-50"
"1/17/17","How I'll Always Be","tim mcgraw",70,"Country","0.813","185.993","0.456",2017,70,"0.635","51-75"
"1/17/17","Key To The Streets","yfn lucci",70,"Rap","0.691","140.052","0.77",2017,97,"0.292","51-75"
"1/17/17","Shaky Shaky","daddy yankee",88,"Rap","0.627","87.995","0.892",2017,88,"0.86","76-100"
"1/14/17","Careless Whisper","wham!",1,"Rock","0.418","152.003","0.651",2017,33,"0.745","1 - 10"
"1/14/17","Faith","george michael",1,"Rock","0.48","95.846","0.887",2017,47,"0.607","1 - 10"
"1/14/17","Black Barbies","nicki minaj",65,"Rap","0.585","146.02","0.803",2017,97,"0.241","51-75"
"1/14/17","No Flockin","kodak black",95,"Rap","0.595","117.532","0.943",2017,95,"0.815","76-100"
"1/14/17","Hate U Love U","olivia o'brien",99,"Rock","0.398","180.293","0.401",2017,99,"0.265","76-100"
"9/3/16","Uber Everywhere","madeintyo",51,"Rap","0.455","140.181","0.779",2016,77,"0.197","51-75"
"9/3/16","Pop Style","drake",16,"Rap","0.489","133.15","0.785",2016,86,"0.0603","11 - 25"
"9/3/16","Lights Come On","jason aldean",43,"Country","0.855","160.113","0.563",2016,89,"0.906","26-50"
"9/3/16","Wasted Time","keith urban",51,"Country","0.827","100.002","0.622",2016,99,"0.299","51-75"
"9/3/16","Fix","chris lane",65,"Country","0.899","99.995","0.535",2016,82,"0.697","51-75"
"9/3/16","Toothbrush","dnce",44,"Pop","0.785","104.934","0.558",2016,85,"0.787","26-50"
"9/3/16","No Money","galantis",88,"EDM","0.916","126.01","0.671",2016,97,"0.803","76-100"
"9/3/16","Hit Or Miss","jacob sartorius",72,"Pop","0.666","82.922","0.44",2016,81,"0.544","51-75"
"9/3/16","Castaway","zac brown band",96,"Country","0.78","101.066","0.634",2016,96,"0.93","76-100"
"9/24/16","Sorry","beyonce",11,"R&B","0.11","129.935","0.536",2016,65,"0.169","11 - 25"
"9/24/16","From The Ground Up","dan + shay",48,"Country","0.586","101.214","0.524",2016,75,"0.285","26-50"
"9/24/16","Kill Em With Kindness","selena gomez",39,"Pop","0.884","120.012","0.757",2016,89,"0.398","26-50"
"9/17/16","Cake By The Ocean","dnce",9,"Pop","0.748","119.009","0.774",2016,47,"0.914","1 - 10"
"9/17/16","Wicked","future",41,"Rap","0.689","157.944","0.725",2016,86,"0.261","26-50"
"9/17/16","Record Year","eric church",44,"Country","0.653","160.021","0.588",2016,91,"0.58","26-50"
"9/17/16","Church Bells","carrie underwood",43,"Country","0.844","87.007","0.575",2016,99,"0.542","26-50"
"9/17/16","Duele El Corazon","enrique iglesias feat. wisin or tinashe",82,"Pop","0.904","90.999","0.724",2016,98,"0.846","76-100"
"9/17/16","Ooouuu","young m.a.",19,"Rap","0.819","166.012","0.64",2016,85,"0.623","11 - 25"
"9/17/16","Wyclef Jean","young thug",87,"Rap","0.576","132.054","0.863",2016,87,"0.832","76-100"
"9/10/16","Love Yourself","justin bieber",1,"Pop","0.378","100.418","0.609",2016,48,"0.515","1 - 10"
"9/10/16","Nikes","frank ocean",79,"R&B","0.396","137.989","0.631",2016,79,"0.129","76-100"
"9/10/16","Ivy","frank ocean",80,"R&B","0.385","116.448","0.572",2016,80,"0.454","76-100"
"9/10/16","Pink + White","frank ocean",84,"R&B","0.546","159.996","0.539",2016,84,"0.554","76-100"
"9/10/16","Solo","frank ocean",96,"R&B","0.288","126.403","0.441",2016,96,"0.247","76-100"
"9/10/16","Nights","frank ocean",98,"R&B","0.553","89.905","0.457",2016,98,"0.448","76-100"
"8/6/16","Never Forget You","zara larsson",13,"EDM","0.732","145.992","0.583",2016,49,"0.276","11 - 25"
"8/6/16","Lost Boy","ruth b",24,"Pop","0.0565","123.994","0.71",2016,43,"0.348","11 - 25"
"8/6/16","No","meghan trainor",3,"R&B","0.809","93.95","0.742",2016,85,"0.632","1 - 10"
"8/6/16","Body","dreezy",62,"R&B","0.561","149.992","0.724",2016,99,"0.569","51-75"
"8/6/16","Ophelia","the lumineers",66,"Rock","0.576","76.026","0.664",2016,94,"0.621","51-75"
"8/6/16","Night's On Fire","david nail",81,"Country","0.779","164.029","0.539",2016,88,"0.705","76-100"
"8/6/16","Sucker For Pain","lil wayne, wiz khalifa",15,"Rap","0.786","169.021","0.502",2016,79,"0.739","11 - 25"
"8/6/16","M.I.L.F.$","fergie",34,"R&B","0.705","160.928","0.769",2016,86,"0.692","26-50"
"8/6/16","Girls Talk Boys","5 seconds of summer",68,"Pop","0.777","120.04","0.828",2016,68,"0.867","51-75"
"8/6/16","Body Say","demi lovato",84,"Pop","0.74","87.01","0.63",2016,84,"0.3","76-100"
"8/27/16","Let It Go","james bay",16,"Pop","0.276","147.613","0.569",2016,49,"0.263","11 - 25"
"8/27/16","Head Over Boots","jon pardi",51,"Country","0.669","108.078","0.637",2016,53,"0.638","51-75"
"8/27/16","All The Way Up","fat joe, remy ma",27,"Rap","0.721","117.139","0.536",2016,68,"0.393","26-50"
"8/27/16","Close","nick jonas",14,"Pop","0.624","124.075","0.643",2016,73,"0.39","11 - 25"
"8/27/16","Huntin', Fishin' & Lovin' Every Day","luke bryan",37,"Country","0.807","77.079","0.495",2016,95,"0.424","26-50"
"8/27/16","Wake Up","fetty wap",50,"Rap","0.673","179.971","0.647",2016,92,"0.527","26-50"
"8/27/16","Bohemian Rhapsody","panic! at the disco",64,"Rock","0.562","72.945","0.386",2016,64,"0.228","51-75"
"8/20/16","My House","flo rida",4,"Rap","0.702","94.006","0.688",2016,44,"0.74","1 - 10"
"8/20/16","Dangerous Woman","ariana grande",8,"Pop","0.618","134.022","0.662",2016,48,"0.261","1 - 10"
"8/20/16","Wherever I Go","onerepublic",55,"Rap","0.703","100.006","0.553",2016,91,"0.33","51-75"
"8/20/16","Brand New","ben rector",82,"Rock","0.936","144.914","0.553",2016,87,"0.426","76-100"
"8/20/16","Lush Life","zara larsson",75,"EDM","0.741","98.024","0.658",2016,75,"0.789","51-75"
"8/20/16","Holy Key","dj khaled",84,"Rap","0.928","83.203","0.413",2016,84,"0.469","76-100"
"8/13/16","Make Me","britney spears",17,"R&B","0.7","123.013","0.697",2016,52,"0.577","11 - 25"
"8/13/16","Back On The Road","gucci mane",81,"Rap","0.673","148.019","0.833",2016,81,"0.753","76-100"
"8/13/16","P**** Print","gucci mane",89,"Rap","0.373","125.981","0.921",2016,89,"0.179","76-100"
"7/9/16","2 Phones","kevin gates",17,"Rap","0.682","121.925","0.895",2016,45,"0.563","11 - 25"
"7/9/16","Humble And Kind","tim mcgraw",30,"Country","0.478","151.397","0.474",2016,52,"0.142","26-50"
"7/9/16","Kiss It Better","rihanna",62,"R&B","0.806","95","0.619",2016,99,"0.877","51-75"
"7/9/16","Ain't No Stopping Us Now","kane brown",88,"Country","0.883","75.992","0.494",2016,88,"0.464","76-100"
"7/30/16","Me, Myself & I","g-eazy",7,"Rap","0.686","111.977","0.755",2016,49,"0.386","1 - 10"
"7/30/16","Pillowtalk","zayn",1,"Pop","0.702","124.909","0.588",2016,48,"0.429","1 - 10"
"7/30/16","Came Here To Forget","blake shelton",36,"Country","0.664","130.034","0.613",2016,90,"0.513","26-50"
"7/30/16","Noise","kenny chesney",72,"Country","0.803","109.967","0.574",2016,84,"0.559","51-75"
"7/30/16","Bored To Death","blink-182",85,"Rock","0.966","159.948","0.502",2016,92,"0.638","76-100"
"7/30/16","Love Make The World Go Round","jennifer lopez",72,"R&B","0.743","98.974","0.357",2016,72,"0.465","51-75"
"7/30/16","La Bicicleta","carlos vives",95,"Pop","0.961","179.984","0.746",2016,95,"0.951","76-100"
"7/23/16","Oui","jeremih",19,"R&B","0.687","119.816","0.702",2016,49,"0.585","11 - 25"
"7/23/16","Cut It","o.t. genasis",35,"Rap","0.673","130","0.875",2016,40,"0.231","26-50"
"7/23/16","Wild Things","alessia cara",50,"Pop","0.635","107.958","0.742",2016,77,"0.719","26-50"
"7/23/16","Still Here","drake",40,"Rap","0.436","133.942","0.835",2016,95,"0.234","26-50"
"7/23/16","Hype","drake",33,"Rap","0.62","129.959","0.79",2016,97,"0.236","26-50"
"7/23/16","Messin' Around","pitbull",64,"Rap","0.807","158.002","0.576",2016,88,"0.765","51-75"
"7/23/16","I Got The Keys","dj khaled",30,"Rap","0.623","140.171","0.686",2016,56,"0.176","26-50"
"7/23/16","Flexicution","logic",100,"Rap","0.696","159.924","0.778",2016,100,"0.707","76-100"
"7/2/16","Exchange","bryson tiller",26,"R&B","0.433","160.14","0.53",2016,46,"0.274","26-50"
"7/2/16","Somewhere On A Beach","dierks bentley",35,"Country","0.659","144.029","0.569",2016,58,"0.429","26-50"
"7/2/16","Might Not","belly",68,"R&B","0.563","133.986","0.791",2016,96,"0.261","51-75"
"7/2/16","Faded","alan walker",80,"EDM","0.651","90.011","0.589",2016,100,"0.166","76-100"
"7/2/16","With You","drake",47,"Rap","0.406","127.978","0.874",2016,93,"0.801","26-50"
"7/2/16","Sweatshirt","jacob sartorius",90,"Pop","0.492","95.976","0.667",2016,90,"0.796","76-100"
"7/16/16","Really Really","kevin gates",46,"Rap","0.659","118.805","0.77",2016,50,"0.248","26-50"
"7/16/16","Think Of You","chris young",40,"Country","0.893","111.959","0.616",2016,87,"0.567","26-50"
"7/16/16","Grammys","drake",38,"Rap","0.43","145.802","0.676",2016,91,"0.116","26-50"
"7/16/16","Try Everything","shakira",63,"Pop","0.616","115.478","0.705",2016,92,"0.463","51-75"
"7/16/16","Champions","kanye west, gucci mane, big sean, 2 chainz, travi$ scott, yo gotti, quavo, desiigner",71,"Rap","0.777","135.01","0.695",2016,98,"0.36","51-75"
"7/16/16","Dark Necessities","red hot chili peppers",67,"Rock","0.742","91.959","0.7",2016,100,"0.197","51-75"
"6/4/16","Stitches","shawn mendes",4,"Pop","0.744","149.961","0.751",2016,41,"0.77","1 - 10"
"6/4/16","Don't","bryson tiller",13,"R&B","0.331","97.066","0.743",2016,49,"0.218","11 - 25"
"6/4/16","Roses","the chainsmokers",6,"EDM","0.808","100.033","0.718",2016,48,"0.309","1 - 10"
"6/4/16","Promise","kid ink",57,"Rap","0.469","103.057","0.797",2016,100,"0.481","51-75"
"6/4/16","Weston Road Flows","drake",54,"Rap","0.742","82.884","0.623",2016,84,"0.362","51-75"
"6/4/16","Keep The Family Close","drake",68,"Rap","0.565","76.278","0.302",2016,85,"0.214","51-75"
"6/4/16","Faithful","drake",72,"Rap","0.447","99.995","0.538",2016,90,"0.162","51-75"
"6/4/16","Blessings","chance the rapper",93,"Rap","0.343","72.348","0.714",2016,93,"0.372","76-100"
"6/25/16","Middle","dj snake",20,"EDM","0.745","104.941","0.604",2016,49,"0.205","11 - 25"
"6/25/16","My Church","maren morris",50,"Country","0.726","76.981","0.515",2016,56,"0.66","26-50"
"6/25/16","Snapback","old dominion",50,"Country","0.793","100.991","0.687",2016,70,"0.673","26-50"
"6/25/16","Youth","troye sivan",23,"Pop","0.749","91.526","0.616",2016,100,"0.574","11 - 25"
"6/25/16","Mind Reader","dustin lynch",57,"Country","0.8","162.053","0.394",2016,87,"0.525","51-75"
"6/25/16","Piece By Piece","kelly clarkson",8,"R&B","0.808","106.029","0.59",2016,95,"0.601","1 - 10"
"6/25/16","Law","yo gotti",79,"Rap","0.699","145.008","0.882",2016,94,"0.42","76-100"
"6/25/16","Moolah","young greatness",85,"Rap","0.568","64.049","0.706",2016,98,"0.256","76-100"
"6/25/16","Formation","beyonce",10,"R&B","0.683","122.988","0.846",2016,88,"0.613","1 - 10"
"6/25/16","Feel No Ways","drake",53,"Rap","0.67","193.8","0.584",2016,91,"0.233","51-75"
"6/25/16","Hasta El Amanecer","nicky jam",85,"Rap","0.608","94","0.837",2016,89,"0.582","76-100"
"6/25/16","Nothing Is Promised","mike will made-it",75,"Rap","0.501","135.031","0.767",2016,75,"0.145","51-75"
"6/18/16","My Boo","ghost town dj's",27,"Rap","0.477","130.078","0.885",2016,47,"0.691","26-50"
"6/18/16","If It Ain't Love","jason derulo",67,"Rap","0.843","128.63","0.503",2016,84,"0.778","51-75"
"6/18/16","9","drake",45,"Rap","0.71","99.994","0.699",2016,87,"0.0388","26-50"
"6/11/16","One Call Away","charlie puth",12,"Pop","0.62","91.008","0.665",2016,46,"0.451","11 - 25"
"6/11/16","U With Me?","drake",44,"Rap","0.414","79.542","0.419",2016,82,"0.129","26-50"
"6/11/16","Fire & Desire","drake",75,"Rap","0.255","80.001","0.711",2016,85,"0.251","51-75"
"6/11/16","Redemption","drake",61,"Rap","0.315","119.2","0.654",2016,95,"0.332","51-75"
"5/7/16","The Hills","the weeknd",1,"R&B","0.55","113.048","0.576",2016,48,"0.107","1 - 10"
"5/7/16","Hello","adele",1,"Pop","0.431","157.98","0.471",2016,36,"0.289","1 - 10"
"5/7/16","Down In The DM","yo gotti",13,"Rap","0.648","152.879","0.779",2016,40,"0.331","11 - 25"
"5/7/16","Hands To Myself","selena gomez",7,"Pop","0.502","111","0.808",2016,35,"0.442","1 - 10"
"5/7/16","Drunk On Your Love","brett eldredge",35,"Country","0.831","182.064","0.443",2016,83,"0.588","26-50"
"5/7/16","Little Bit Of You","chase bryant",71,"Country","0.863","121.963","0.612",2016,88,"0.637","51-75"
"5/7/16","Jimmy Choo","fetty wap",65,"Rap","0.646","132.97","0.893",2016,98,"0.468","51-75"
"5/7/16","Might Be","dj luke nasty",78,"Rap","0.782","74.037","0.448",2016,92,"0.694","76-100"
"5/7/16","Saved","ty dolla $ign",81,"Rap","0.715","103","0.776",2016,87,"0.772","76-100"
"5/7/16","New Romantics","taylor swift",46,"Pop","0.891","121.946","0.637",2016,78,"0.607","26-50"
"5/7/16","Fast Car","jonas blue",98,"EDM","0.587","113.901","0.459",2016,100,"0.581","76-100"
"5/7/16","Pt. 2","kanye west",54,"Rap","0.734","144.926","0.653",2016,97,"0.318","51-75"
"5/28/16","Confession","florida georgia line",53,"Country","0.885","104.996","0.553",2016,97,"0.429","51-75"
"5/28/16","I Like The Sound Of That","rascal flatts",52,"Country","0.807","89.967","0.609",2016,95,"0.534","51-75"
"5/28/16","Team","iggy azalea",42,"Rap","0.682","100.036","0.886",2016,99,"0.2","26-50"
"5/28/16","6 Inch","beyonce",18,"R&B","0.388","137.988","0.735",2016,82,"0.441","11 - 25"
"5/28/16","Ain't Your Mama","jennifer lopez",76,"R&B","0.678","120.075","0.757",2016,76,"0.82","76-100"
"5/28/16","Go Ahead And Break My Heart","blake shelton",70,"Country","0.731","116.008","0.618",2016,70,"0.352","51-75"
"5/21/16","Summer Sixteen","drake",6,"Rap","0.455","146.316","0.592",2016,89,"0.0633","1 - 10"
"5/21/16","Don't Hurt Yourself","beyonce",28,"R&B","0.487","136.016","0.774",2016,37,"0.777","26-50"
"5/21/16","All Night","beyonce",38,"R&B","0.67","135.974","0.582",2016,64,"0.45","26-50"
"5/21/16","Freedom","beyonce",35,"R&B","0.79","120","0.837",2016,65,"0.675","26-50"
"5/21/16","Daddy Lessons","beyonce",41,"R&B","0.851","90.94","0.621",2016,66,"0.449","26-50"
"5/21/16","Pray You Catch Me","beyonce",37,"R&B","0.11","107.986","0.453",2016,70,"0.157","26-50"
"5/21/16","Sandcastles","beyonce",43,"R&B","0.0679","89.918","0.827",2016,71,"0.164","26-50"
"5/21/16","Love Drought","beyonce",47,"R&B","0.441","78.912","0.595",2016,73,"0.49","26-50"
"5/21/16","True Colors","zedd",74,"EDM","0.794","126.023","0.568",2016,74,"0.489","51-75"
"5/21/16","Views","drake",86,"Rap","0.855","77.237","0.457",2016,86,"0.0856","76-100"
"5/14/16","Jumpman","drake",12,"Rap","0.547","142.065","0.853",2016,49,"0.676","11 - 25"
"5/14/16","1999","prince",12,"Pop","0.73","118.523","0.866",2016,27,"0.625","11 - 25"
"5/14/16","Little Red Corvette","prince",6,"Pop","0.746","123.144","0.748",2016,20,"0.709","1 - 10"
"5/14/16","When Doves Cry","prince",1,"Pop","0.989","126.47","0.729",2016,8,"0.84","1 - 10"
"5/14/16","Let's Go Crazy","prince and the revolution",1,"Rock","0.93","195.815","0.309",2016,25,"0.376","1 - 10"
"5/14/16","Kiss","prince and the revolution",1,"Rock","0.271","111.485","0.898",2016,23,"0.742","1 - 10"
"5/14/16","Back To Sleep","chris brown",20,"R&B","0.649","92.521","0.543",2016,70,"0.659","11 - 25"
"5/14/16","You Should Be Here","cole swindell",31,"Country","0.641","136.095","0.489",2016,72,"0.303","26-50"
"5/14/16","Purple Rain","prince and the revolution",2,"Rock","0.452","113.066","0.367",2016,4,"0.189","1 - 10"
"5/14/16","Raspberry Beret","prince and the revolution",2,"Rock","0.67","120.752","0.761",2016,33,"0.91","1 - 10"
"5/14/16","Acquainted","the weeknd",60,"R&B","0.481","105.36","0.38",2016,92,"0.237","51-75"
"5/14/16","I Would Die 4 U","prince and the revolution",8,"Rock","0.75","135.406","0.731",2016,39,"0.639","1 - 10"
"5/14/16","Company","justin bieber",53,"Pop","0.797","94.948","0.59",2016,91,"0.425","51-75"
"5/14/16","That Don't Sound Like You","lee brice",64,"Country","0.589","129.813","0.543",2016,99,"0.255","51-75"
"5/14/16","New Level","a$ap ferg",90,"Rap","0.655","121.127","0.526",2016,90,"0.156","76-100"
"5/14/16","Forward","beyonce",63,"R&B","0.0697","117.516","0.469",2016,63,"0.39","51-75"
"4/9/16","Ex's & Oh's","elle king",10,"Rock","0.921","139.986","0.612",2016,49,"0.453","1 - 10"
"4/9/16","Here","alessia cara",5,"Pop","0.816","119.587","0.382",2016,47,"0.34","1 - 10"
"4/9/16","Same Old Love","selena gomez",5,"Pop","0.592","98.065","0.669",2016,48,"0.447","1 - 10"
"4/9/16","Hide Away","daya",23,"Pop","0.826","94.997","0.884",2016,46,"0.466","11 - 25"
"4/9/16","In The Night","the weeknd",12,"R&B","0.682","167.939","0.48",2016,52,"0.506","11 - 25"
"4/9/16","Adventure Of A Lifetime","coldplay",13,"Rock","0.924","111.995","0.638",2016,76,"0.529","11 - 25"
"4/9/16","Backroad Song","granger smith",49,"Country","0.839","174.022","0.483",2016,94,"0.727","26-50"
"4/9/16","Be Alright","ariana grande",43,"Pop","0.464","108.781","0.803",2016,43,"0.585","26-50"
"4/30/16","Die A Happy Man","thomas rhett",21,"Country","0.399","165.888","0.586",2016,45,"0.4","11 - 25"
"4/30/16","Nobody To Blame","chris stapleton",68,"Country","0.682","87.293","0.534",2016,80,"0.591","51-75"
"4/30/16","Sugar","robin schulz",44,"EDM","0.815","123.063","0.636",2016,88,"0.636","26-50"
"4/30/16","Victorious","panic! at the disco",89,"Rock","0.86","110.003","0.575",2016,96,"0.692","76-100"
"4/30/16","Waves","kanye west",71,"Rap","0.572","96.066","0.593",2016,86,"0.0518","51-75"
"4/30/16","Ultralight Beam","kanye west",67,"Rap","0.398","105.956","0.591",2016,90,"0.348","51-75"
"4/23/16","Hotline Bling","drake",2,"Rap","0.639","134.963","0.893",2016,50,"0.579","1 - 10"
"4/23/16","When We Were Young","adele",14,"Pop","0.139","111.023","0.566",2016,70,"0.461","11 - 25"
"4/23/16","Best Friend","young thug",45,"Rap","0.493","108.651","0.944",2016,76,"0.217","26-50"
"4/23/16","Beautiful Drug","zac brown band",52,"Country","0.841","125.938","0.616",2016,94,"0.368","51-75"
"4/23/16","Heartbeat","carrie underwood",42,"Country","0.766","139.999","0.54",2016,95,"0.435","26-50"
"4/23/16","Tennessee Whiskey","chris stapleton",20,"Country","0.375","50.454","0.387",2016,90,"0.503","11 - 25"
"4/23/16","FML","kanye west",84,"Rap","0.428","125.079","0.673",2016,84,"0.167","76-100"
"4/23/16","Real Friends","kanye west",92,"Rap","0.752","80.631","0.481",2016,92,"0.118","76-100"
"4/23/16","Feedback","kanye west",99,"Rap","0.563","100.071","0.821",2016,99,"0.171","76-100"
"4/2/16","Can't Feel My Face","the weeknd",1,"R&B","0.766","107.984","0.713",2016,50,"0.547","1 - 10"
"4/2/16","We Went","randy houser",60,"Country","0.882","101.972","0.645",2016,91,"0.542","51-75"
"4/2/16","Break On Me.","keith urban",54,"Country","0.743","87.016","0.616",2016,99,"0.432","51-75"
"4/16/16","679","fetty wap",4,"Rap","0.717","190.05","0.618",2016,40,"0.603","1 - 10"
"4/16/16","Like I'm Gonna Lose You","meghan trainor",8,"Pop","0.53","108.038","0.63",2016,46,"0.417","1 - 10"
"4/16/16","What Do You Mean?","justin bieber",1,"Pop","0.564","124.984","0.842",2016,41,"0.782","1 - 10"
"4/16/16","White Iverson","post malone",14,"Rap","0.523","130.039","0.677",2016,49,"0.331","11 - 25"
"4/16/16","Stand By You","rachel platten",37,"Pop","0.881","187.879","0.494",2016,75,"0.493","26-50"
"4/16/16","I Know What You Did Last Summer","shawn mendes",20,"Pop","0.774","114.043","0.695",2016,86,"0.744","11 - 25"
"4/16/16","Home Alone Tonight","luke bryan",38,"Country","0.963","161.933","0.5",2016,90,"0.562","26-50"
"4/16/16","Something In The Way You Move","ellie goulding",43,"EDM","0.816","108.989","0.66",2016,96,"0.334","26-50"
"4/16/16","Make Me Like You","gwen stefani",54,"R&B","0.716","118.036","0.737",2016,100,"0.798","51-75"
"4/16/16","Like I Would","zayn",55,"Pop","0.832","112.827","0.565",2016,73,"0.233","51-75"
"4/16/16","With Them","young thug",87,"Rap","0.517","132.07","0.926",2016,87,"0.284","76-100"
"4/16/16","Digits","young thug",93,"Rap","0.632","131.932","0.769",2016,93,"0.294","76-100"
"3/5/16","Uptown Funk!","mark ronson",1,"Pop","0.609","114.988","0.856",2016,22,"0.928","1 - 10"
"3/5/16","On My Mind","ellie goulding",13,"EDM","0.705","154.911","0.702",2016,48,"0.743","11 - 25"
"3/5/16","Break Up In A Small Town","sam hunt",29,"Country","0.772","136.044","0.575",2016,47,"0.439","26-50"
"3/5/16","Confident","demi lovato",21,"Pop","0.751","129.947","0.593",2016,75,"0.345","11 - 25"
"3/5/16","Stay A Little Longer","brothers osborne",46,"Country","0.882","97.006","0.553",2016,76,"0.529","26-50"
"3/5/16","Bet You Can't Do It Like Me","dlow",45,"Rap","0.633","150.155","0.869",2016,97,"0.715","26-50"
"3/5/16","Irresistible","fall out boy",48,"Rock","0.935","164.971","0.488",2016,94,"0.448","26-50"
"3/5/16","Dessert","dawin",68,"Pop","0.679","97.012","0.868",2016,100,"0.75","51-75"
"3/5/16","Good To Be Alive (Hallelujah)","andy grammer",62,"Rock","0.893","120.018","0.781",2016,90,"0.68","51-75"
"3/5/16","Bang My Head","david guetta",76,"EDM","0.869","108.061","0.599",2016,93,"0.593","76-100"
"3/5/16","All I Ask","adele",77,"Pop","0.213","72.899","0.276",2016,77,"0.12","76-100"
"3/26/16","Get Ugly","jason derulo",52,"Rap","0.683","111.066","0.75",2016,97,"0.539","51-75"
"3/26/16","Watch Out","2 chainz",64,"Rap","0.504","129.89","0.899",2016,91,"0.537","51-75"
"3/26/16","Untitled 02 l 06.23.2014.","kendrick lamar",79,"Rap","0.506","85.349","0.526",2016,79,"0.0963","76-100"
"3/26/16","Untitled 07 l 2014 - 2016","kendrick lamar",90,"Rap","unknown","unknown","unknown",2016,90,"unknown","76-100"
"3/26/16","Gotta Lotta","2 chainz",100,"Rap","0.601","81.971","0.685",2016,100,"0.173","76-100"
"3/19/16","See You Again","wiz khalifa",1,"Rap","0.481","80.025","0.689",2016,49,"0.283","1 - 10"
"3/19/16","Lean On","major lazer",4,"EDM","0.79","98.011","0.713",2016,48,"0.308","1 - 10"
"3/19/16","Antidote","travi$ scott",16,"Rap","0.647","131.04","0.716",2016,47,"0.156","11 - 25"
"3/19/16","$ave Dat Money","lil dicky",71,"Rap","0.697","98.012","0.858",2016,89,"0.364","51-75"
"3/19/16","History","one direction",65,"Pop","0.699","86.704","0.655",2016,100,"0.802","51-75"
"3/19/16","Walking On A Dream","empire of the sun",65,"Rock","0.699","126.967","0.87",2016,99,"0.726","51-75"
"3/19/16","It's You","zayn",59,"Pop","0.336","124.945","0.615",2016,59,"0.151","51-75"
"3/19/16","Hello Friday","flo rida",79,"EDM","0.881","99.98","0.768",2016,79,"0.502","76-100"
"3/19/16","Til It Happens To You","lady gaga",95,"Pop","0.55","113.731","0.361",2016,95,"0.132","76-100"
"3/12/16","Wildest Dreams","taylor swift",5,"Pop","0.688","140.011","0.556",2016,46,"0.459","1 - 10"
"3/12/16","I Love This Life","locash",56,"Country","0.917","112.03","0.592",2016,99,"0.572","51-75"
"3/12/16","Dibs","kelsea ballerini",58,"Country","0.733","87.999","0.638",2016,69,"0.651","51-75"
"3/12/16","Hollow","tori kelly",68,"R&B","0.527","126.086","0.462",2016,84,"0.351","51-75"
"3/12/16","Out Of The Woods","taylor swift",18,"Pop","0.828","92.002","0.557",2016,77,"0.307","11 - 25"
"3/12/16","Look At My Dab","migos",87,"Rap","0.626","137.041","0.85",2016,87,"0.399","76-100"
"2/6/16","Locked Away","r. city",6,"R&B","0.677","121.928","0.508",2016,48,"0.575","1 - 10"
"2/6/16","Right Hand","drake",58,"Rap","0.301","100.519","0.915",2016,94,"0.351","51-75"
"2/6/16","Come Get Her","rae sremmurd",56,"Rap","0.567","185.08","0.692",2016,97,"0.106","51-75"
"2/6/16","New Americana","halsey",60,"Rock","0.708","86.878","0.451",2016,87,"0.351","51-75"
"2/6/16","Lay It All On Me","rudimental",48,"EDM","0.747","122.531","0.669",2016,93,"0.483","26-50"
"2/6/16","I'll Show You","justin bieber",19,"Pop","0.615","191.541","0.337",2016,75,"0.0665","11 - 25"
"2/6/16","Death Of A Bachelor","panic! at the disco",92,"Rock","0.538","139.256","0.462",2016,92,"0.405","76-100"
